id,city_name,signup_os,signup_channel,vehicle_make,vehicle_model,vehicle_year,bgc_interval,vehicle_interval,started
92,0,0,2,4,5,2,1,1,1
93,1,1,0,0,0,0,1,0,0
94,1,0,1,5,5,1,2,2,1
95,1,0,0,5,5,4,5,5,0
96,0,2,0,0,0,0,0,0,0
97,2,4,2,2,5,4,4,3,1
98,0,0,0,0,0,0,2,0,0
99,0,1,2,0,0,0,2,0,0
100,2,2,0,0,0,0,2,0,0
101,1,4,0,0,0,0,5,0,0
102,1,1,0,0,0,0,0,0,0
103,0,2,2,0,0,0,0,0,0
104,0,4,0,0,0,0,0,0,0
105,1,2,2,0,0,0,4,0,1
106,0,1,1,0,0,0,3,0,0
107,0,1,0,0,0,0,1,0,0
108,0,4,0,2,1,3,0,0,0
109,0,1,1,0,0,0,2,0,0
110,1,2,0,2,3,4,1,1,1
111,1,2,2,0,0,0,0,0,0
112,0,4,2,1,2,5,3,4,0
113,1,2,1,0,0,0,2,0,0
114,0,0,2,2,3,1,1,1,1
115,1,0,0,0,0,0,0,0,0
116,2,0,0,0,0,0,5,0,0
117,0,0,0,0,0,0,5,0,0
118,1,1,2,0,0,0,5,0,0
119,1,0,1,2,2,1,2,2,1
120,0,2,1,0,0,0,5,0,0
121,0,1,0,0,0,0,0,0,0
122,1,3,0,0,0,0,4,0,0
123,0,1,0,5,4,1,2,1,1
124,0,2,2,0,0,0,1,0,0
125,0,0,0,1,2,1,5,4,1
126,0,0,1,0,0,0,4,0,0
127,1,0,1,1,1,3,0,5,0
128,1,0,2,2,3,4,2,2,1
129,1,0,0,0,0,0,2,0,1
130,0,2,1,0,0,0,0,0,0
131,0,0,0,0,0,0,1,0,0
132,0,0,1,0,0,0,3,0,0
133,1,0,0,4,5,3,4,4,0
134,0,0,2,2,1,3,2,5,0
135,1,0,0,0,0,0,0,0,0
136,0,1,1,0,0,0,5,0,0
137,1,3,2,0,0,0,5,0,0
138,0,0,1,2,3,1,2,2,1
139,1,0,2,0,0,0,3,0,0
140,1,0,0,4,2,1,3,3,0
141,0,0,0,0,0,0,5,0,0
142,1,2,1,0,0,0,2,0,0
143,1,1,0,0,0,0,5,0,0
144,1,0,2,3,4,5,5,5,0
145,1,0,0,0,0,0,5,0,0
146,2,2,1,0,0,0,4,0,0
147,0,3,1,5,4,1,3,4,1
148,0,2,1,0,0,0,0,0,0
149,0,3,2,2,5,4,1,4,0
150,0,1,2,3,2,1,3,4,0
151,1,4,1,0,0,0,2,0,0
152,1,2,1,0,0,0,0,0,0
153,0,0,0,0,0,0,5,0,0
154,1,1,1,0,0,0,3,0,0
155,1,2,2,0,0,0,3,0,0
156,1,4,2,5,5,1,1,1,1
157,1,4,0,0,0,0,0,0,0
158,1,1,0,1,1,3,5,5,0
159,0,1,0,0,0,0,3,0,0
160,1,1,2,0,0,0,2,0,0
161,0,1,0,0,0,0,4,0,0
162,0,0,1,2,2,1,1,2,1
163,1,3,0,0,0,0,2,0,0
164,2,2,0,0,0,0,5,0,0
165,0,4,2,0,0,0,3,0,0
166,1,2,1,3,3,1,1,1,1
167,1,2,0,0,0,0,4,0,0
168,0,3,0,4,3,4,1,1,1
169,0,3,2,0,0,0,4,0,0
170,0,4,1,2,1,1,4,4,0
171,1,0,1,2,2,4,1,3,1
172,1,2,1,5,4,4,1,4,0
173,1,1,0,4,4,5,2,4,0
174,1,2,2,0,0,0,0,0,0
175,1,0,1,5,5,4,1,1,1
176,0,2,2,5,3,3,1,1,1
177,0,3,0,5,4,3,3,2,1
178,1,0,1,0,0,0,3,0,0
179,1,0,0,3,3,3,4,5,0
180,1,4,0,5,4,5,4,5,0
181,1,3,1,2,1,3,1,1,0
182,0,0,1,0,0,0,3,0,1
183,0,0,0,2,3,1,2,4,1
184,0,1,1,0,0,0,0,0,0
185,0,0,1,5,5,5,4,4,1
186,0,1,1,1,1,3,4,4,0
187,0,1,0,3,2,3,1,1,1
188,0,0,1,0,0,0,4,0,0
189,0,1,2,2,1,3,4,4,0
190,0,1,1,4,2,5,2,2,1
191,1,3,0,0,0,0,3,0,0
192,0,3,0,0,0,0,5,0,0
193,2,0,0,0,0,0,0,0,0
194,0,1,1,5,3,3,1,1,1
195,1,0,1,5,5,3,1,1,1
196,0,0,2,0,0,0,1,0,0
197,1,0,0,0,0,0,0,0,0
198,0,1,1,4,3,4,3,3,1
199,0,0,0,0,0,0,0,0,0
200,0,4,2,4,2,3,2,1,1
201,0,1,0,3,5,4,1,1,1
202,1,1,1,5,5,4,2,3,0
203,1,1,0,0,0,0,2,0,0
204,0,1,0,1,1,3,4,5,0
205,0,2,1,1,3,1,3,4,0
206,0,1,2,4,3,1,4,4,1
207,2,0,0,0,0,0,0,0,0
208,0,1,2,0,0,0,4,0,0
209,1,1,1,3,5,4,1,1,1
210,0,2,1,0,0,0,5,0,0
211,1,0,2,0,0,0,0,0,0
212,0,0,0,0,0,0,3,0,0
213,0,1,0,0,0,0,0,0,0
214,0,2,1,0,0,0,0,0,0
215,0,1,1,0,0,0,2,0,0
216,1,0,0,4,4,5,4,4,0
217,1,0,1,4,2,5,1,1,1
218,0,2,2,0,0,0,0,0,0
219,1,3,0,0,0,0,0,0,0
220,1,1,0,0,0,0,3,0,0
221,1,1,0,2,1,3,3,3,0
222,0,0,0,0,0,0,0,0,0
223,0,2,1,0,0,0,0,0,0
224,0,1,2,3,4,5,5,5,0
225,2,3,0,0,0,0,0,0,0
226,1,1,0,0,0,0,4,0,0
227,0,1,0,2,2,4,3,4,0
228,0,1,0,0,0,0,0,0,0
229,0,2,1,0,0,0,0,0,0
230,1,1,0,0,0,0,5,0,0
231,1,0,1,4,4,3,3,3,0
232,0,1,1,5,4,5,1,1,1
233,1,0,2,2,1,4,2,5,0
234,0,2,1,0,0,0,3,0,0
235,0,1,1,2,2,4,1,1,0
236,0,2,1,0,0,0,0,0,0
237,1,1,2,0,0,0,1,0,0
238,0,2,0,0,0,0,0,0,0
239,2,4,2,0,0,0,5,0,0
240,1,0,1,2,1,1,3,3,0
241,1,0,0,0,0,0,3,0,0
242,1,2,2,0,0,0,1,0,0
243,0,4,1,4,3,4,5,4,0
244,1,3,1,1,2,1,1,1,1
245,1,0,1,5,4,3,4,4,1
246,0,2,2,0,0,0,0,0,0
247,1,4,1,0,0,0,0,0,0
248,0,1,1,0,0,0,1,0,0
249,0,1,2,0,0,0,4,0,0
250,1,2,1,0,0,0,0,0,0
251,1,4,0,1,3,5,2,4,0
252,0,3,2,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0
254,0,0,1,5,5,3,1,1,1
255,0,2,2,0,0,0,0,0,0
256,2,1,0,0,0,0,4,0,0
257,1,2,2,2,2,1,3,2,1
258,0,3,0,0,0,0,4,0,0
259,1,1,2,0,0,0,1,0,0
260,1,4,1,3,5,4,3,4,0
261,0,1,0,0,0,0,0,0,0
262,0,1,1,0,0,0,4,0,0
263,0,0,2,1,3,1,2,4,0
264,1,1,0,2,3,1,3,3,1
265,1,2,2,0,0,0,2,0,0
266,2,1,0,0,0,0,0,0,0
267,0,3,0,2,2,1,1,2,1
268,0,0,0,0,0,0,5,0,0
269,0,2,0,0,0,0,3,0,0
270,1,1,0,0,0,0,4,0,0
271,1,3,0,0,0,0,1,0,0
272,1,2,2,0,0,0,1,0,0
273,1,1,0,0,0,0,2,0,0
274,0,2,2,5,5,5,3,3,0
275,0,1,1,2,1,3,4,5,0
276,0,2,2,0,0,0,1,0,0
277,0,3,0,0,0,0,5,0,0
278,0,0,0,0,0,0,5,0,0
279,1,0,1,0,0,0,4,0,0
280,1,3,2,1,4,1,3,4,0
281,0,4,0,1,4,3,1,2,1
282,0,4,0,0,0,0,0,0,0
283,0,1,2,0,0,0,0,0,0
284,0,3,1,5,4,1,5,5,0
285,1,0,1,0,0,0,4,0,0
286,1,4,0,0,0,0,0,0,0
287,0,1,1,0,0,0,1,0,0
288,0,1,1,4,3,3,1,1,1
289,0,2,2,0,0,0,0,0,0
290,0,4,1,0,0,0,2,0,0
291,0,0,2,4,4,2,3,3,1
292,0,4,1,0,0,0,2,0,0
293,0,2,0,4,3,1,4,4,1
294,0,0,2,2,1,1,4,4,0
295,0,1,0,0,0,0,1,0,0
296,1,0,1,0,0,0,0,0,0
297,1,0,2,0,0,0,0,0,0
298,0,0,2,3,5,3,2,2,0
299,0,2,1,0,0,0,0,0,0
300,0,0,1,0,0,0,4,0,0
301,0,2,0,0,0,0,0,0,0
302,0,1,2,2,3,5,1,5,0
303,1,0,0,0,0,0,0,0,0
304,2,2,2,0,0,0,0,0,0
305,0,4,0,2,5,3,3,4,0
306,1,0,0,0,0,0,2,0,0
307,1,2,1,0,0,0,0,0,0
308,0,1,1,4,4,3,5,5,0
309,0,0,1,2,1,1,3,2,1
310,0,1,1,0,0,0,1,0,0
311,0,1,1,4,4,5,2,5,0
312,0,3,1,4,3,1,4,3,1
313,0,3,0,1,3,2,3,2,1
314,0,0,1,0,0,0,0,0,0
315,0,0,0,0,0,0,3,0,0
316,0,2,1,0,0,0,3,0,0
317,0,3,0,3,4,3,1,1,1
318,1,1,2,1,1,1,5,5,0
319,0,1,2,0,0,0,0,0,0
320,0,2,2,0,0,0,1,0,0
321,1,0,0,0,0,0,0,0,0
322,0,3,0,0,0,0,1,0,0
323,0,0,0,0,0,0,4,0,0
324,0,3,0,0,0,0,1,0,0
325,1,0,0,0,0,0,0,0,0
326,1,2,1,0,0,0,4,0,0
327,0,1,1,2,2,1,3,2,1
328,2,2,2,0,0,0,1,0,0
329,0,1,0,0,0,0,4,0,0
330,1,0,2,0,0,0,5,0,0
331,0,2,1,0,0,0,2,0,0
332,1,1,2,5,3,3,3,2,1
333,0,3,1,0,0,0,0,0,0
334,0,0,1,0,0,0,5,0,0
335,1,4,0,0,0,0,5,0,0
336,1,3,1,0,0,0,5,0,0
337,1,1,1,1,2,1,2,5,0
338,1,4,1,3,3,2,1,1,1
339,0,1,1,2,1,3,3,5,0
340,2,3,1,0,0,0,0,0,0
341,0,2,2,0,0,0,0,0,0
342,2,2,0,0,0,0,5,0,0
343,0,0,0,0,0,0,0,0,0
344,1,1,0,0,0,0,4,0,0
345,0,0,0,0,0,0,0,0,0
346,1,0,0,1,3,4,5,5,0
347,2,2,2,0,0,0,0,0,0
348,0,1,0,0,0,0,2,0,0
349,1,1,1,1,2,2,1,1,0
350,0,1,0,0,0,0,0,0,0
351,1,1,0,0,0,0,5,0,0
352,0,0,1,0,0,0,4,0,0
353,1,1,0,0,0,0,1,0,0
354,0,1,1,0,0,0,2,0,0
355,1,2,2,0,0,0,1,0,0
356,1,4,0,0,0,0,0,0,0
357,0,1,1,0,0,0,2,0,0
358,0,1,0,0,0,0,1,0,0
359,0,1,1,0,0,0,5,0,0
360,1,1,0,0,0,0,1,0,0
361,1,1,2,0,0,0,0,0,0
362,0,0,1,0,0,0,0,0,0
363,0,3,2,5,5,1,1,1,1
364,0,2,0,5,4,4,3,3,0
365,0,0,1,1,1,3,4,4,1
366,0,4,2,0,0,0,1,0,0
367,1,2,0,2,1,1,3,2,0
368,0,4,1,0,0,0,3,0,0
369,1,1,2,0,0,0,2,0,0
370,1,3,0,0,0,0,5,0,0
371,1,3,2,4,4,4,1,1,1
372,0,2,0,0,0,0,5,0,0
373,0,1,1,5,4,5,3,3,0
374,1,2,2,0,0,0,2,0,0
375,0,0,1,5,4,5,1,1,1
376,1,4,0,4,2,1,5,5,0
377,0,2,2,0,0,0,0,0,0
378,1,4,0,0,0,0,0,0,0
379,1,0,1,3,5,2,1,2,1
380,1,1,2,0,0,0,1,0,0
381,1,1,0,0,0,0,3,0,0
382,0,1,1,1,2,2,2,3,0
383,0,3,1,0,0,0,2,0,0
384,0,0,1,1,1,1,3,4,0
385,2,0,1,4,2,1,3,3,1
386,1,3,2,0,0,0,1,0,0
387,0,0,2,0,0,0,5,0,0
388,0,0,1,0,0,0,1,0,0
389,0,1,0,0,0,0,0,0,0
390,0,2,2,0,0,0,0,0,0
391,0,3,2,0,0,0,5,0,0
392,0,2,2,0,0,0,0,0,0
393,1,0,1,0,0,0,5,0,0
394,0,1,0,0,0,0,2,0,0
395,0,1,2,0,0,0,0,0,0
396,0,1,2,0,0,0,0,0,0
397,0,4,0,0,0,0,2,0,0
398,0,1,1,2,5,4,5,5,0
399,0,1,1,5,4,3,2,3,0
400,1,2,2,2,1,1,5,4,0
401,0,0,1,4,2,1,1,1,0
402,1,1,2,2,1,3,1,1,0
403,1,0,2,0,0,0,4,0,0
404,1,4,0,0,0,0,3,0,0
405,1,1,0,0,0,0,5,0,0
406,0,1,2,0,0,0,3,0,0
407,0,1,2,0,0,0,3,0,0
408,0,3,2,2,4,1,2,2,1
409,0,2,2,0,0,0,4,0,0
410,1,0,0,0,0,0,0,0,0
411,0,3,2,0,0,0,0,0,0
412,0,2,2,1,3,1,2,2,0
413,1,3,1,0,0,0,2,0,0
414,0,0,1,0,0,0,2,0,0
415,2,3,0,1,1,3,3,2,1
416,1,0,0,0,0,0,1,0,0
417,0,3,1,0,0,0,0,0,0
418,1,4,2,0,0,0,0,0,0
419,1,1,1,0,0,0,1,0,0
420,0,3,2,0,0,0,5,0,0
421,0,4,1,1,2,1,4,4,1
422,2,4,0,0,0,0,0,0,0
423,1,0,1,0,0,0,5,0,0
424,1,4,2,0,0,0,5,0,0
425,0,3,0,1,3,4,2,3,1
426,1,4,0,2,3,4,3,3,0
427,0,0,1,2,1,5,1,1,1
428,1,0,0,0,0,0,0,0,0
429,0,3,0,3,3,1,1,3,1
430,1,2,1,0,0,0,0,0,0
431,0,0,0,0,0,0,3,0,0
432,0,4,1,5,5,1,1,1,1
433,0,3,2,0,0,0,5,0,0
434,0,0,0,0,0,0,3,0,0
435,0,0,1,1,2,2,4,3,1
436,0,1,1,1,1,3,4,4,0
437,1,1,1,0,0,0,4,0,0
438,0,0,2,0,0,0,3,0,0
439,1,1,1,0,0,0,5,0,0
440,1,3,0,0,0,0,4,0,0
441,0,4,2,0,0,0,0,0,0
442,1,1,1,5,5,5,1,1,1
443,1,1,1,4,4,5,5,5,0
444,2,4,0,4,4,4,1,1,1
445,1,2,0,0,0,0,5,0,0
446,0,0,1,0,0,0,5,0,0
447,0,0,2,0,0,0,1,0,0
448,1,0,1,4,2,2,2,3,1
449,0,0,1,0,0,0,4,0,0
450,0,2,2,0,0,0,2,0,0
451,0,1,0,0,0,0,0,0,0
452,1,0,1,3,3,2,2,2,0
453,1,1,0,2,3,3,2,2,0
454,1,0,1,3,3,3,1,5,0
455,0,3,0,0,0,0,0,0,0
456,0,0,1,0,0,0,5,0,0
457,1,0,1,0,0,0,2,0,0
458,0,4,2,0,0,0,5,0,0
459,1,4,0,0,0,0,0,0,0
460,0,2,2,0,0,0,3,0,0
461,0,1,0,0,0,0,0,0,0
462,2,2,2,5,4,3,2,1,0
463,1,1,1,0,0,0,4,0,0
464,1,0,0,0,0,0,4,0,0
465,0,1,0,0,0,0,1,0,0
466,1,1,0,0,0,0,0,0,0
467,0,1,0,0,0,0,5,0,0
468,0,1,0,0,0,0,5,0,0
469,1,1,0,0,0,0,0,0,0
470,0,4,0,3,3,1,2,2,1
471,1,2,1,0,0,0,4,0,0
472,0,1,0,0,0,0,0,0,0
473,0,3,0,5,5,5,4,5,0
474,1,1,1,0,0,0,1,0,0
475,1,4,0,0,0,0,4,0,0
476,1,3,0,0,0,0,3,0,0
477,0,3,0,2,3,4,2,4,0
478,0,3,1,0,0,0,0,0,0
479,2,4,0,0,0,0,0,0,0
480,0,1,0,0,0,0,1,0,0
481,1,4,0,5,5,4,5,4,1
482,0,3,1,0,0,0,2,0,0
483,0,4,0,0,0,0,5,0,0
484,0,3,2,3,3,3,1,2,1
485,1,2,1,3,2,4,2,1,1
486,1,1,0,0,0,0,2,0,0
487,0,0,0,0,0,0,2,0,0
488,0,1,0,0,0,0,4,0,0
489,0,1,1,0,0,0,4,0,0
490,0,1,1,2,1,1,3,3,1
491,0,1,0,0,0,0,1,0,0
492,0,1,0,0,0,0,5,0,0
493,1,1,1,0,0,0,0,0,0
494,1,0,2,0,0,0,0,0,0
495,0,3,2,0,0,0,0,0,0
496,1,0,2,1,3,5,4,5,0
497,0,1,1,2,2,1,1,3,1
498,0,1,0,4,5,4,4,4,0
499,1,2,2,3,5,5,2,4,0
500,1,0,2,1,1,5,5,5,0
501,2,1,0,0,0,0,0,0,0
502,0,1,1,2,2,1,2,2,0
503,0,2,1,0,0,0,0,0,0
504,0,4,2,0,0,0,4,0,0
505,1,1,1,1,4,3,1,1,1
506,0,0,1,4,3,3,5,5,0
507,1,0,0,0,0,0,0,0,0
508,1,0,1,1,1,5,3,4,0
509,0,1,0,2,5,3,1,2,1
510,0,4,1,0,0,0,5,0,0
511,1,1,0,0,0,0,0,0,0
512,0,0,0,0,0,0,1,0,0
513,1,3,1,3,3,5,3,4,1
514,0,0,2,0,0,0,3,0,0
515,1,1,0,0,0,0,3,0,0
516,0,2,2,0,0,0,0,0,0
517,0,1,2,0,0,0,4,0,0
518,2,1,0,0,0,0,3,0,0
519,0,0,1,2,4,5,4,4,0
520,0,0,1,2,2,5,1,1,1
521,0,0,1,2,1,5,1,2,1
522,0,0,1,1,1,5,2,1,1
523,1,1,0,0,0,0,0,0,0
524,0,2,1,0,0,0,5,0,0
525,0,3,0,0,0,0,1,0,0
526,1,3,0,0,0,0,0,0,0
527,0,2,2,4,4,3,3,5,0
528,0,0,1,1,2,1,1,1,0
529,0,3,2,4,5,3,1,1,1
530,0,4,0,2,5,3,1,1,1
531,0,1,0,0,0,0,5,0,0
532,0,2,2,3,2,1,3,3,1
533,1,0,0,0,0,0,5,0,0
534,0,2,1,0,0,0,0,0,0
535,0,2,0,0,0,0,3,0,0
536,2,0,0,0,0,0,3,0,0
537,0,2,0,3,3,2,1,4,0
538,1,4,2,0,0,0,0,0,0
539,0,2,2,0,0,0,0,0,0
540,1,2,0,0,0,0,4,0,0
541,0,2,2,0,0,0,4,0,0
542,2,2,0,0,0,0,5,0,0
543,1,0,2,0,0,0,1,0,0
544,1,4,1,4,3,2,3,4,1
545,1,0,0,0,0,0,4,0,0
546,1,0,1,0,0,0,2,0,0
547,1,3,0,2,1,5,4,4,0
548,0,0,0,0,0,0,5,0,0
549,1,1,0,0,0,0,4,0,0
550,0,4,2,0,0,0,0,0,0
551,0,1,1,2,4,1,2,2,1
552,0,3,0,2,3,1,1,1,1
553,0,1,0,4,4,1,1,1,0
554,1,2,1,0,0,0,0,0,0
555,0,3,0,0,0,0,5,0,0
556,1,0,0,3,2,1,1,1,1
557,0,0,2,0,0,0,4,0,0
558,2,1,2,5,5,5,5,5,0
559,1,4,0,0,0,0,2,0,0
560,1,1,0,0,0,0,2,0,0
561,0,1,1,1,3,2,1,1,1
562,0,3,0,4,4,3,3,3,0
563,0,0,0,1,2,1,3,2,1
564,0,3,0,4,2,1,4,5,0
565,0,2,0,0,0,0,3,0,0
566,0,0,2,1,2,4,4,3,1
567,0,2,1,5,4,5,1,1,0
568,1,1,0,0,0,0,3,0,0
569,0,0,1,2,1,1,2,1,1
570,0,1,1,0,0,0,3,0,0
571,1,2,1,0,0,0,1,0,0
572,1,2,0,0,0,0,5,0,0
573,0,2,1,0,0,0,0,0,0
574,1,0,0,0,0,0,4,0,0
575,1,0,2,0,0,0,4,0,0
576,0,2,2,0,0,0,2,0,0
577,2,2,2,0,0,0,0,0,0
578,0,0,0,0,0,0,5,0,0
579,1,1,2,1,1,2,4,4,0
580,0,1,2,0,0,0,0,0,0
581,1,4,2,0,0,0,5,0,0
582,0,2,1,0,0,0,2,0,0
583,0,2,2,3,4,2,2,1,1
584,0,3,0,0,0,0,4,0,0
585,0,0,0,0,0,0,0,0,0
586,0,1,0,2,4,5,2,3,0
587,0,2,1,0,0,0,1,0,0
588,0,2,1,0,0,0,4,0,0
589,0,2,2,0,0,0,1,0,0
590,0,3,1,2,1,5,5,5,0
591,0,0,0,0,0,0,2,0,0
592,1,1,0,0,0,0,1,0,0
593,2,0,0,0,0,0,1,0,0
594,0,0,0,0,0,0,2,0,0
595,1,1,0,0,0,0,5,0,0
596,0,0,2,0,0,0,2,0,0
597,1,2,0,0,0,0,3,0,0
598,0,2,2,0,0,0,0,0,0
599,1,0,1,1,2,1,5,5,0
600,1,0,1,5,5,5,2,1,1
601,2,0,0,0,0,0,0,0,0
602,0,1,0,3,3,3,3,3,0
603,0,1,1,2,2,5,2,2,1
604,1,4,2,1,1,1,2,2,0
605,1,0,2,0,0,0,3,0,0
606,0,1,0,0,0,0,5,0,0
607,0,2,2,0,0,0,0,0,0
608,0,0,0,0,0,0,1,0,0
609,0,3,1,2,1,3,3,3,1
610,2,2,2,0,0,0,0,0,0
611,1,4,0,0,0,0,4,0,0
612,0,1,0,0,0,0,2,0,0
613,1,0,0,0,0,0,0,0,0
614,0,3,2,0,0,0,3,0,0
615,1,0,0,0,0,0,0,0,0
616,1,0,1,5,3,4,1,1,1
617,0,4,0,0,0,0,1,0,0
618,0,0,1,0,0,0,3,0,0
619,1,1,2,0,0,0,4,0,0
620,0,4,1,1,2,4,2,2,0
621,0,3,1,1,1,2,1,1,1
622,0,1,1,0,0,0,4,0,0
623,1,0,0,0,0,0,3,0,0
624,1,1,0,0,0,0,5,0,0
625,1,1,2,0,0,0,2,0,0
626,0,2,0,0,0,0,4,0,0
627,0,0,0,0,0,0,2,0,0
628,0,0,0,5,4,3,4,4,0
629,1,0,0,0,0,0,0,0,0
630,0,1,2,0,0,0,5,0,0
631,0,2,2,4,4,5,1,1,1
632,1,0,1,0,0,0,2,0,0
633,0,0,2,0,0,0,4,0,0
634,0,0,2,5,5,4,2,3,0
635,0,0,0,0,0,0,3,0,0
636,0,2,2,0,0,0,1,0,0
637,1,0,2,0,0,0,3,0,0
638,1,1,0,0,0,0,2,0,0
639,1,1,0,0,0,0,5,0,0
640,1,4,1,3,3,5,1,1,1
641,0,0,0,0,0,0,3,0,0
642,0,0,0,3,3,5,1,2,1
643,0,1,1,4,4,3,2,5,0
644,0,0,2,0,0,0,5,0,0
645,0,1,0,0,0,0,3,0,0
646,1,3,0,5,5,3,5,4,0
647,0,3,1,5,4,1,1,4,1
648,1,2,2,0,0,0,4,0,0
649,1,3,1,1,1,3,4,3,1
650,2,1,0,0,0,0,0,0,0
651,1,3,1,4,2,1,2,3,0
652,0,2,1,0,0,0,0,0,0
653,1,1,0,0,0,0,5,0,0
654,0,2,2,1,1,1,1,3,0
655,0,2,2,0,0,0,5,0,0
656,2,3,0,0,0,0,2,0,0
657,1,3,0,0,0,0,1,0,0
658,0,1,0,0,0,0,0,0,0
659,1,2,1,0,0,0,0,0,0
660,0,2,2,0,0,0,4,0,0
661,0,0,0,0,0,0,5,0,0
662,0,1,1,0,0,0,1,0,0
663,0,1,1,1,2,4,5,4,0
664,1,0,0,0,0,0,1,0,0
665,0,2,2,3,5,3,4,5,0
666,0,1,2,0,0,0,4,0,0
667,0,3,0,1,3,4,2,4,0
668,1,0,0,5,5,4,4,3,1
669,1,0,2,0,0,0,0,0,0
670,1,0,1,0,0,0,3,0,0
671,0,3,0,0,0,0,0,0,0
672,0,4,0,0,0,0,0,0,0
673,0,4,1,0,0,0,2,0,0
674,1,3,0,0,0,0,1,0,0
675,0,2,1,0,0,0,0,0,0
676,1,0,0,0,0,0,2,0,0
677,2,3,2,0,0,0,0,0,0
678,1,1,1,0,0,0,1,0,0
679,0,0,0,0,0,0,4,0,0
680,0,0,1,0,0,0,4,0,0
681,0,0,0,0,0,0,1,0,0
682,0,2,2,0,0,0,4,0,0
683,0,0,1,0,0,0,0,0,0
684,0,2,0,0,0,0,3,0,0
685,2,3,0,2,1,3,1,1,1
686,0,2,2,1,2,2,2,1,1
687,1,0,0,0,0,0,5,0,0
688,1,0,0,0,0,0,0,0,0
689,2,1,1,3,4,2,3,3,1
690,0,2,2,0,0,0,0,0,0
691,2,2,0,0,0,0,4,0,0
692,0,0,1,4,3,5,3,4,0
693,0,1,1,0,0,0,3,0,0
694,1,3,2,0,0,0,4,0,0
